http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0016.html,"WASH-1400 (NUREG-75/014), ""Reactor Safety Study: An Assessment of Accident Risks in U.S. Commercial Nuclear Power Plants,"" U.S. Atomic Energy Commission, October 1975."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0017.html,"NUREG/CR-0255, ""CONTEMPT-LT/028: A ComputerCode for Predicting Containment Pressure- Temperature Response to a Loss-of-Coolant Accident,"" U.S. Nuclear Regulatory Commission, March 1979."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0018.html,"Regulatory Guide 1.46, ""Protection against Pipe Whip Inside Containment,"" U.S. Atomic Energy Commission, May 1973. [7907100189]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0019.html,"NUREG-0588, ""Interim Staff Position on Environmental Qualification of Safety-Related Electrical Equipment,"" U.S. Nuclear Regulatory Commission, November 1979, (Rev. 1) July 1981."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0020.html,---Fill in Information---
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0021.html,"Regulatory Guide 1.96, ""Design of Main Steam Isolation Valve Leakage Control Systems for Boiling Water Reactor Nuclear Power Plants,"" U.S. Nuclear Regulatory Commission, (Rev. 1) June 1976.[7907100349]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0022.html,"Memorandum for H. Denton from C. Michelson, ""BWR Jet Pump Integrity,"" May 23, 1980. [8006180872]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0023.html,"Memorandum for Distribution from W. Minners, ""Generic Issues Screening Activity,"" September 30, 1981. [8110190695]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0024.html,"IE Bulletin 79-27, ""Loss of Non-Class IE Instrumentation and Control Power System Bus during Operation,"" U.S. Nuclear Regulatory Commission, November 30, 1979. [7910250499]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0025.html,"Memorandum for F. Schroeder from T. Novak, ""Application of SRP 15.4.6 Acceptance Criteria to Operating Reactors,"" December 12, 1980.[8102260305]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0026.html,"IE Information Notice 80-34, ""Boron Dilution of Reactor Coolant during Steam Generator Decontamination,"" U.S. Nuclear RegulatoryCommission, September 26, 1980. [8008220239]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0027.html,"Memorandum for R. Baer from A. Thadani, ""RRAB Preliminary Assessment of the Reactor Coolant Pump Seal Failure Problem,"" December 12, 1980. [8103050765]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0028.html,"Memorandum for T. Novak from P. Check, ""Spurious Automatic Switchover of ECCS from the Injection Mode to the Recirculation Mode,"" January 21, 1981. [8102280446]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0029.html,"Memorandum for T. Novak et al. from A. Thadani, ""Comparative Risk Assessment of ECCS Functional Switchover Options,"" April 1, 1981. [8104130436]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0030.html,"Memorandum for G. Lainas et al. from P. Check, ""BWR Scram Discharge System Safety Evaluation,"" December 1, 1980. [8101190514]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0031.html,"Memorandum for H. Denton from M. Ernst, ""DST Evaluation of the Automatic Air Header Dumpon Boiling Water Reactors,"" December 8, 1980. [8101230203]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0032.html,"NUREG-0138, ""Staff Discussion of Fifteen Technical Issues Listed in Attachment to November 3, 1976 Memorandum from Director, NRR to NRR Staff,"" U.S. Nuclear Regulatory Commission, November 1976."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0033.html,"Memorandum for B. Sheron from M. Srinivasan, ""Probabilities and Consequences of LOCA/Loss of Offsite Power (LOOP) Sequences,"" April 13, 1982. [8206300420]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0034.html,"Memorandum for the Commissioners from W. Dircks, ""Resolution of Issue Concerning Steam-line Break with Small LOCA,"" December 23, 1980. [8101150357]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0035.html,"Memorandum for S. Hanauer from T. Murley, ""Diesel Generator Loading Problems Related to SIS Reset on Loss of Offsite Power,"" February 25, 1981. [8110190723]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0036.html,"Memorandum for C. Michelson from H. Denton, ""Combination Primary/Secondary System LOCA,"" December 8, 1981. [8201200049]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0037.html,"NUREG/CR-2083, ""Evaluation of the Threat to PWR Vessel Integrity Posed by Pressurized Thermal Shock Events,"" U.S. Nuclear Regulatory Commission, October 7, 1981."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0038.html,"""Generic Issues Tracking System Report,"" U.S. Nuclear Regulatory Commission, December 17, 1981."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0039.html,"NUREG/CR-1707, ""BWR Refill-Reflood Program, Task 4.2Core Spray Distribution Final Report,"" U.S. Nuclear Regulatory Commission, March 1981."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0040.html,"NEDO-24712, ""Core Spray Design Methodology Confirmation Tests,"" General Electric Company, August 1979."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0041.html,"Nuclear Safety, Vol. 11, No. 4, pp. 296308, ""Tornado Considerations for Nuclear Power Plant Structures Including the Spent Fuel Storage Pool,"" P.L. Doan, July 1970."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0042.html,"Regulatory Guide 1.76, ""Design Basis Tornado for Nuclear Power Plants,"" U.S. Nuclear Regulatory Commission, April 1974. [7907100297]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0043.html,"Regulatory Guide 1.117, ""Tornado Design Classification,"" U.S. Nuclear Regulatory Commission, June 1976, (Rev. 1) April 1978. [7907110104]."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0044.html,"NUREG-0705, ""Identification of New Unresolved Safety Issues Relating to Nuclear Power Plant Stations,"" U.S. Nuclear Regulatory Commission, March 1981."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0045.html,"ANSI/ANS-58.8, ""Time Response Design Criteria for Nuclear Safety Related Operator Actions,"" American Nuclear Society, 1984."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0046.html,"Memorandum and Order CLI-80-21, U.S. Nuclear Regulatory Commission, May 27, 1980. [8007280084]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0047.html,"Memorandum for H. Denton from C. Michelson, ""Degradation of Internal Appurtenances in LWR Piping,"" January 19, 1981. [8102020069]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0048.html,"NUREG-0660, ""NRC Action Plan Developed as a Result of the TMI-2 Accident,"" U.S. NuclearRegulatory Commission, May 1980, (Rev. 1) August 1980."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0049.html,"ISA S67.04 (ANSI N719), Draft F, ""Setpoints for Nuclear Safety-Related Instrumentation Used in Nuclear Power Plants,"" Instrument Society of America, May 22, 1979."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0050.html,"Draft Regulatory Guide and Value/Impact Statement, TASK IC 010-5, ""Proposed Revision 2 to Regulatory Guide 1.105, Instrument Setpoints,"" U.S. Nuclear Regulatory Commission, December 1981. [8112230003]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0051.html,"Memorandum for C. Michelson from H. Denton, ""BWR Jet Pump Integrity,"" July 11, 1980. [8009160606]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0052.html,"IE Bulletin 80-07, ""BWR Jet Pump Assembly Failure,""U.S. Nuclear Regulatory Commission, April 4, 1980. [8002280648]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0053.html,"SIL No. 330, ""Jet Pump Beam Cracks,"" General Electric Company/BWR Product Service, June 9, 1980."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0054.html,"NUREG/CR1659, ""Reactor Safety Study Methodology Applications Program,"" U.S. Nuclear Regulatory Commission, (Vol. 1) April 1981, (Vol. 2)May 1981, (Vol. 3) June 1982, (Vol. 4) November1981."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0055.html,"Regulatory Guide 1.97, ""Instrumentation for Light- Water-Cooled Nuclear Power Plants to Assess Plant and Environs Conditions During and Following an Accident,"" U.S. Nuclear Regulatory Commission, December 1975, (Rev. 1) August 1977 [8001240572],(Rev. 2) December 1980 [7912310387], (Rev. 3) May1983. [8502060303]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0056.html,"Memorandum for R. Mattson et al. from R. DeYoung, ""Draft Report of Completion of Generic Activity A-34,"" March 28, 1979. [7904180060]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0057.html,"NUREG0578, ""TMI2 Lessons Learned Task Force Status Report and Short-Term Recommendations,""U.S. Nuclear Regulatory Commission, July 1979."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0058.html,"Memorandum for Commissioner Ahearne from H. Denton, ""Instrumentation to Follow the Course of an Accident,"" September 4, 1979. [8005140362]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0059.html,"NUREG0422, ""SER for McGuire Nuclear Station Units 1 and 2,"" U.S. Nuclear Regulatory Commission, March 1978."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0060.html,"NUREG0606, ""Unresolved Safety Issues Summary,""U.S. Nuclear Regulatory Commission, Vol. 7 No. 3, August 1985."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0061.html,"Memorandum for J. Murphy from B. Sheron, ""Documentation of Generic Safety Issues on Degraded Voltage Protection,"" July 13, 1994.[9407250133]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0062.html,"NUREG/CR2136, ""Effects of Postulated Event Devices on Normal Operation of Piping Systems in Nuclear Power Plants,"" U.S. Nuclear Regulatory Commission, May 1981."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0063.html,"NUREG/CR2189, ""Probability of Pipe Fracture in the Primary Coolant Loop of a PWR Plant,"" U.S. Nuclear Regulatory Commission, September 1981."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0064.html,"NUREG/CR2800, ""Guidelines for Nuclear Power Plant Safety Issue Prioritization Information Development,"" U.S. Nuclear Regulatory Commission, February 1983, (Supplement 1) May 1983,(Supplement 2) December 1983, (Supplement3) September 1985, (Supplement 4) July 1986,(Supplement 5) July 1996."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0065.html,"Memorandum for H. Denton from R. Minogue, ""Research Information Letter No. 117, ""Probability of Large LOCA Induced by Earthquakes, April 10, 1981. [8104220512]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0066.html,"Regulatory Guide 1.6, ""Independence between Redundant Standby (Onsite) Power Sources and between Their Distribution Systems (Safety Guide 6),"" U.S. Atomic Energy Commission, March 1971. [7907100064]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0067.html,"Letter to All Power Reactor Licensees from B. Grimes, ""OT Position for Review and Acceptance of Spent Fuel Storage and Handling Applications,"" April 14, 1978. [7910310568]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0068.html,"Memorandum for R. Fraley from K. Kniel, ""Draft Task Action Plan for TASK A45, Shutdown Decay Heat Removal Requirements,"" May 22, 1981. [8106010652]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0069.html,"NUREG0880, ""Safety Goals for Nuclear Power Plants: A Discussion Paper,"" U.S. Nuclear Regulatory Commission, February 1982, (Rev. 1) May 1983."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0070.html,"NUREG0348, ""Demographic Statistics Pertaining to Nuclear Power Reactor Sites,"" U.S. Nuclear Regulatory Commission, November 1979."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0071.html,"Memorandum for S. Hanauer from D. Eisenhut, ""Proposed Recommendations for Improving the Reliability of Open Cycle Service Water Systems,"" March 19, 1982. [8204190039]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0072.html,"AEOD/C202, ""Report on Service Water System Flow Blockages by Bivalve Mollusks at Arkansas Nuclear One and Brunswick,"" Office for Analysis and Evaluation of Operational Data, U.S. Nuclear Regulatory Commission, February 1982. [8202260124]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0073.html,"TID14844, ""Calculation of Distance Factors for Power and Test Reactor Sites,"" U.S. Atomic Energy Commission, March 23, 1962. [8202010067]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0074.html,---Fill in Information---
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0075.html,"Memorandum for H. Denton from C. Michelson, ""Engineering Evaluation of the Salt Water System (SSWS) Flow Blockage at the Pilgrim Nuclear Power Station by Blue Mussels (Mytilus Edilus),"" May 6, 1982. [8205130114]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0076.html,"NUREG/CR-2497, ""Precursors to Potential Severe Core Damage Accidents: 19691979, A Status Report,"" U.S. Nuclear Regulatory Commission, June 1982."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0077.html,"IEEE Std 352, ""IEEE Guide for General Principles of Reliability Analysis of Nuclear Power GeneratingStation Protection Systems,"" The Institute of Electrical and Electronics Engineers, Inc., 1976."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0078.html,"NUREG/CR-1496, ""Nuclear Power Plant Operating Experience1979,"" U.S. Nuclear Regulatory Commission, May 1981."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0079.html,"NUREG-0109, ""Occupational Radiation Exposure at Light Water Cooled Power Reactors 19691975,"" U.S. Nuclear Regulatory Commission, August 1976."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0080.html,"DOE/ET/34204-43, ""Dilute Chemical Decontamination ProgramFinal Report,"" U.S. Department of Energy, August 1981."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0081.html,"IEEE Std 317, ""Electrical Penetration Assemblies in Containment Structures for Nuclear Power Generating Stations,"" The Institute of Electrical and Electronics Engineers, Inc., 1976."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0082.html,"Regulatory Guide 1.63, ""Electrical Penetration Assemblies in Containment Structures for Light- Water-Cooled Nuclear Power Plants,"" U.S. Nuclear Regulatory Commission, October 1973, (Rev. 1)May 1977, (Rev. 2) July 1978 [7907100240], (Rev. 3)February 1987."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0083.html,"Memorandum for K. Kniel from M. Srinivasan, ""Generic Issues Tracking System (GITS) B70; Power Grid Frequency Degradation and Effect on Primary Coolant Pumps,"" July 31, 1981. [8109140246]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0084.html,"Memorandum for C. Berlinger from E. Butcher, ""Diagnostic Evaluation at Quad Cities Nuclear Power Station (TAC Nos. M88667/M88668),"" June 8, 1994. [9406130249]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0085.html,"Regulatory Guide 1.86, ""Termination of Operating Licenses for Nuclear Reactors,"" U.S. Nuclear Regulatory Commission, June 1974. [8404100042,9009140263]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0086.html,"Memorandum for T. Murley from M. Ernst, ""Prioritization of New Requirements for PWR Feedwater Line Cracks,"" June 30, 1981. [8108030041]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0087.html,"Memorandum for R. Tedesco from T. Speis, ""Supplement 2 to the Safety Evaluation Report for Grand Gulf Nuclear Station, Units 1 and 2,"" March 25, 1982. [8204080127]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0088.html,"Memorandum for All NRR Employees from H. Denton, ""Regionalization of Selected NRR Functions,"" June 15, 1982. [9507280052]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0089.html,"NUREG/CR1750, ""Analysis, Conclusions, and Recommendations Concerning Operator Licensing,""U.S. Nuclear Regulatory Commission, January 1981."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0090.html,"IEEE Std 323, ""Qualifying Class 1E Equipment for Nuclear Power Generating Stations,"" The Institute of Electrical and Electronics Engineers, Inc., 1974."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0091.html,"Regulatory Guide 1.89, ""Environmental Qualification of Certain Electric Equipment Important to Safety for Nuclear Power Plants,"" U.S. Nuclear RegulatoryCommission, November 1974 [7907100326], (Rev. 1)June 1984. [8407110475]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0092.html,"SECY-81-504, ""Equipment Qualification Program Plan,"" U.S. Nuclear Regulatory Commission, August 20, 1981. [8109220949]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0093.html,"NUREG0611, ""Generic Evaluation of Feedwater Transients and Small-Break Loss-of-Coolant Accidents in Westinghouse Designed Operating Plants,"" U.S. Nuclear Regulatory Commission, January 1980."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0094.html,"NUREG0626, ""Generic Evaluation of Feedwater Transients and Small Break Loss-of-Coolant Accidents in GE-Designed Operating Plants and Near-Term Operating License Applications,"" U.S. Nuclear Regulatory Commission, January 1980."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0095.html,"NUREG0635, ""Generic Evaluation of Feedwater Transients and Small Break Loss-of-Coolant Accidents in Combustion Engineering-Designed Operating Plants,"" U.S. Nuclear Regulatory Commission, February 1980."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0096.html,"NUREG-0565, ""Generic Evaluation of Small Break Loss-of-Coolant Accident Behavior in Babcock & Wilcox Designed 177-FA Operating Plant,"" U.S. Nuclear Regulatory Commission, January 1980."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0097.html,"NUREG-0623, ""Generic Assessment of Delayed Reactor Coolant Pump Trip during Small Break Loss- of-Coolant Accidents in Pressurized Water Reactors,""U.S. Nuclear Regulatory Commission, November 1979."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0098.html,"NUREG0737, ""Clarification of TMI Action Plan Requirements,"" U.S. Nuclear Regulatory Commission, November 1980, (Supplement 1) January 1983."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0099.html,"ANSI/ANS 56.8, ""Containment System Leakage Testing Requirements,"" American National Standards Institute, 1981."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0100.html,"Letter to General Electric Company from R. Tedesco (U.S. Nuclear Regulatory Commission), ""Acceptance for Reference Topical Report NEDO-24712: Core Spray Design Methodology Confirmation Tests,"" January 30, 1981. [8103270130]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0101.html,"SECY-82-475, ""Staff Resolution of the Reactor Coolant Pump Trip Issue,"" U.S. Nuclear Regulatory Commission, November 30, 1982. [8306030370]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0102.html,"NUREG/CR-0848, ""Summary and Bibliography of Operating Experience with Valves in Light-Water- Reactor Nuclear Power Plants for the Period 1965 1978,"" U.S. Nuclear Regulatory Commission, August 1979."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0103.html,"Memorandum for M. Ernst from B. Fourest, ""Review of ECCS Actuations on U.S. PWRs,"" June 11, 1981. [8107160006]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0104.html,"Memorandum for C. Michelson from H. Denton, ""NRR Responses to AEOD Recommendations on the Arkansas Nuclear One Loss of Offsite Power Event of April 7, 1980,"" February 13, 1981. [8102270127]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0105.html,"Nuclear Power Experience, Volume BWR-2, Book-2, Section IX.A, Nuclear Power Experience, Inc., May 1982."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0106.html,---Fill in Information---
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0107.html,"Memorandum for H. Denton from C. Michelson, ""Potential for Unacceptable Interaction between the Control Rod Drive System and Non-Essential Control Air System at the Browns Ferry Nuclear Plant,"" August 18, 1980. [8210120129]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0108.html,"Memorandum for R. Mattson from S. Hanauer, ""Inadvertent Boron Dilution,"" March 10, 1982.[8205130278]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0109.html,"Memorandum for T. Murley from R. Mattson, ""Inadvertent Boron Dilution,"" September 15, 1981.[8110080185]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0110.html,"NUREG/CR-2798, ""Evaluation of Events Involving Unplanned Boron Dilutions in Nuclear Power Plants,""U.S. Nuclear Regulatory Commission, July 1982."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0111.html,"Letter to R. Curtis (U.S. Nuclear Regulatory Commission) from N. DeMuth (Los Alamos National Laboratory), ""Analysis of Unmitigated Boron Dilution Events,"" November 18, 1981. [9507280099]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0112.html,"Transactions of the American Nuclear Society and the European Nuclear Society, 1984 International Conference on Nuclear PowerA Global Reality, November 1116, 1984, Volume 47, pp. 254-256, ""Analysis of Unmitigated Boron Dilution Events in Pressurized Water Reactors During Shutdown,""B. Nassersharif, J. Wing (Los Alamos National Laboratory)."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0113.html,"EPRI NP1194, ""Operation and Design Evaluation of Main Coolant Pumps for PWR and BWR Service,"" Electric Power Research Institute, September 1979."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0114.html,"EPRI NP2092, ""Nuclear Unit Operating Experience, 1978 and 1979 Update,"" Electric Power Research Institute, October 1981."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0115.html,"NUREG/CR3069, ""Interaction of Electromagnetic Pulse with Commercial Nuclear Power Plant Systems,"" U.S. Nuclear Regulatory Commission, February 1983."
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0116.html,"Letter to D. Switzer (Northeast Nuclear Energy Company) from G. Lear (U.S. Nuclear Regulatory Commission), ""Millstone Nuclear Power Station Units Nos. 1 and 2,"" June 2, 1977. [9507280126]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0117.html,"Letter to All Power Reactor Licensees (Except Humboldt Bay) from U.S. Nuclear Regulatory Commission, ""Adequacy of Station Electric Distribution Systems Voltages,"" August 8, 1979. [8005120354]"
http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr0933/reference/0118.html,"Memorandum for V. Stello from H. Denton, ""Guidelines for Evaluating Qualification of Class IE Electrical Equipment in Operating Reactors,"" November 13, 1979. [7912190733]"
